1788699671681,26471
1788699672429,26471
1788699673164,43918
1788699673933,43918
1788699674683,43887
1788699675456,30506
1788699676186,30572
1788699676956,30572
1788699677705,26308
1788699678465,26214
1788699679243,30647
1788699680018,30647
1788699680746,30703
1788699681490,24550
1788699682229,24550
1788699683000,24354
1788699683737,24354
1788699684511,24378
1788699685253,24378
1788699686018,24378
1788699686745,24424
1788699687540,24395
1788699688342,24395
1788699689132,25072
1788699689856,25140
1788699690602,26019
1788699691328,26019
1788699692072,25796
1788699692813,33055
1788699693546,33055
1788699694285,33133
1788699695050,33133
1788699695790,30136
1788699696532,30136
1788699697268,30136
1788699698032,25347
1788699698847,25339
1788699699634,25339
1788699700397,25000
1788699701154,24971
1788699701943,29676
1788699702691,29676
1788699703411,29409
1788699704140,34545
1788699704864,34545
1788699705613,34497
