1788947556197,41497
1788947556948,41497
1788947557699,52888
1788947558425,52855
1788947559217,56220
1788947559971,56220
1788947560740,55990
1788947561487,50772
1788947562323,50856
1788947563079,50856
1788947563878,50539
1788947564631,50453
1788947565429,50453
1788947566185,50453
1788947566959,51572
1788947567731,51572
1788947568512,51097
1788947569258,51097
1788947570033,51145
1788947570791,49655
1788947571638,49576
1788947572400,49576
1788947573177,50115
1788947573932,50080
1788947574698,49574
1788947575453,49574
1788947576255,49621
1788947577017,49621
1788947577796,49852
1788947578544,49852
1788947579319,49852
1788947580082,50295
1788947580883,50260
1788947581629,50260
1788947582408,51858
1788947583156,51828
1788947583964,49235
1788947584706,49235
1788947585497,49279
1788947586245,48678
1788947587070,48693
1788947587823,48693
1788947588582,51147
1788947589328,51024
1788947590161,51024
1788947590910,51024
1788947591669,50997
1788947592445,50997
1788947593266,50206
1788947594063,50206
1788947594831,50187
1788947595579,49413
1788947596370,49457
1788947597123,49457
1788947597892,49931
1788947598659,49925
1788947599460,48818
1788947600212,48818
1788947600979,48833
1788947601743,49814
1788947602552,49874
1788947603302,49874
1788947604068,49874
1788947604819,48369
1788947605646,48369
1788947606419,48369
1788947607203,50251
1788947607975,50311
1788947608760,49725
1788947609513,49725
1788947610289,49603
1788947611058,50329
1788947611826,50466
1788947612574,50466
1788947613357,50292
1788947614113,50108
1788947614918,50108
1788947615672,50108
1788947616451,49975
1788947617221,49975
1788947618019,50134
1788947618773,50134
1788947619547,50026
1788947620292,50499
1788947621099,50570
1788947621843,50570
1788947622625,50459
1788947623370,50453
1788947624185,53012
1788947624931,53012
1788947625753,52992
1788947626522,49786
1788947627290,49833
1788947628030,49833
1788947628803,49833
1788947629570,48967
1788947630381,48967
1788947631132,48967
1788947631910,48699
1788947632678,48754
1788947633470,49608
1788947634220,49608
1788947634991,49489
1788947635747,49205
1788947636565,49314
1788947637337,49314
1788947638134,49441
1788947638886,49335
1788947639657,49335
1788947640401,49335
1788947641176,49161
1788947641924,49161
1788947642765,51734
1788947643496,51734
1788947644295,51754
1788947645054,48674
1788947645873,48686
1788947646614,48686
1788947647402,50140
1788947648155,50146
1788947648967,49893
1788947649720,49893
1788947650480,49836
1788947651239,50641
1788947652060,50689
1788947652806,50689
1788947653566,50689
1788947654332,50186
1788947655168,50186
1788947655942,50186
1788947656761,50360
1788947657534,50376
1788947658318,46527
1788947659060,46527
1788947659827,46489
1788947660575,51233
1788947661349,51210
1788947662088,51210
1788947662854,50564
1788947663611,50631
1788947664433,50631
1788947665193,50631
1788947665984,51071
1788947666726,51071
1788947667520,49380
1788947668266,49380
1788947669044,49380
1788947669809,49631
1788947670587,49704
1788947671324,49704
1788947672121,49578
1788947672881,49644
1788947673687,49265
1788947674441,49265
1788947675215,49218
1788947675971,50906
1788947676778,50935
1788947677527,50935
1788947678319,50935
1788947679066,49180
1788947679871,49180
1788947680621,49180
1788947681403,50521
1788947682159,50508
1788947682966,49767
1788947683719,49767
1788947684506,49767
1788947685260,48600
1788947686048,48603
1788947686802,48603
1788947687565,49660
1788947688316,49644
1788947689141,49644
1788947689879,49644
1788947690639,49008
1788947691377,49008
1788947692228,49259
1788947692984,49259
1788947693750,49259
1788947694499,50048
1788947695302,50089
1788947696051,50089
