2026_TernaryLM-native-1bit-adaptive-layerwise-scaling.pdf	arXiv:2602.07374	TernaryLM: Memory-Efficient Language Modeling via Native 1.5-Bit Quantization with Adaptive Layer-wise Scaling
2026_Zhang_sparse-bitnet-semi-structured-sparsity.pdf	arXiv:2603.05168	Sparse-BitNet: 1.58-bit LLMs are Naturally Friendly to Semi-Structured Sparsity
2026_Zhao_TWLA-ternary-weights-lowbit-activations-ptq.pdf	arXiv:2606.13054	TWLA: Achieving Ternary Weights and Low-Bit Activations for LLMs via Post-Training Quantization
2026_Zuo_FairyFuse-multiplication-free-cpu-fused-ternary.pdf	arXiv:2604.20913	FairyFuse: Multiplication-Free LLM Inference on CPUs via Fused Ternary Kernels
2026_cat-q-cost-efficient-accurate-ternary-quantization-llm.pdf	arXiv:2606.26650	CAT-Q: Cost-efficient and Accurate Ternary Quantization for LLMs
2026_every-bit-counts-precision-expressivity-tradeoffs.pdf	arXiv:2602.02707	Every Bit Counts: A Theoretical Study of Precision-Expressivity Tradeoffs in Quantized Transformers
2026_expressive-power-weight-quantization-llms.pdf	arXiv:2606.22249	On the Expressive Power of Weight Quantization in Large Language Models
2026_extreme-lowbit-inference-reasoning-models.pdf	arXiv:2606.02011	Extreme Low-Bit Inference in Reasoning Models: Failure Modes and Targeted Recovery
2026_fitting-is-not-enough-smoothness-extremely-quantized-llms.pdf	arXiv:2605.08894	Fitting Is Not Enough: Smoothness in Extremely Quantized LLMs
2026_hestia-hessian-guided-qat-extreme-low-bit-llm.pdf	arXiv:2601.20745	HESTIA: A Hessian-Guided Differentiable Quantization-Aware Training Framework for Extremely Low-Bit LLMs
2026_hgf-hybrid-gated-flow-stabilizing-1.58bit-llms.pdf	arXiv:2602.05269	Hybrid Gated Flow (HGF)
2026_influence-inspired-spectral-rotations-extreme-lowbit.pdf	arXiv:2605.25203	Influence-Inspired Spectral Rotations for Extreme Low-Bit LLM Quantization
