1788946844617,38958
1788946845349,44799
1788946846182,44744
1788946846911,44744
1788946847660,49794
1788946848395,48764
1788946849177,48764
1788946849900,54734
1788946850667,55377
1788946851395,55263
1788946852152,55263
1788946852885,55280
1788946853650,54066
1788946854413,54009
1788946855170,54009
1788946855903,54527
1788946856652,54554
1788946857392,54554
1788946858147,54311
1788946858887,54301
1788946859617,54576
1788946860349,54576
1788946861100,54454
1788946861829,54454
1788946862655,54532
1788946863384,54532
1788946864139,54532
1788946864881,54100
1788946865646,54100
1788946866376,54100
1788946867134,53522
1788946867874,53522
1788946868632,53522
1788946869367,53102
1788946870121,53033
1788946870869,54373
1788946871623,54373
1788946872352,54370
1788946873108,54838
1788946873928,54773
1788946874692,54773
1788946875420,55225
1788946876172,55259
1788946876904,55259
1788946877648,54969
1788946878384,54931
1788946879139,54931
1788946879876,54931
1788946880631,55723
1788946881362,55723
1788946882169,54691
1788946882899,54691
1788946883658,54626
1788946884386,54723
1788946885143,54723
1788946885874,54720
1788946886633,55380
1788946887363,55205
1788946888108,55205
1788946888841,55414
1788946889602,55442
1788946890363,55554
1788946891115,55554
1788946891852,55551
1788946892597,55551
1788946893336,55551
1788946894081,55177
1788946894810,55177
1788946895565,54871
1788946896292,54871
1788946897046,54789
1788946897781,54966
1788946898608,55028
1788946899342,55028
1788946900095,55189
1788946900823,55072
1788946901588,55072
1788946902328,55377
1788946903075,55450
1788946903806,55450
1788946904561,55450
1788946905304,54386
1788946906062,54386
1788946906805,53019
1788946907567,53019
1788946908304,53042
1788946909063,52801
1788946909890,52742
1788946910657,52742
1788946911400,54927
1788946912156,55009
1788946912979,54446
1788946913735,54446
1788946914469,54378
1788946915212,54378
1788946915946,54378
1788946916704,54043
1788946917442,54043
1788946918190,54333
1788946918932,54333
1788946919683,54383
