1788946920785,43236
1788946921522,43535
1788946922285,49770
1788946923018,49770
1788946923780,49902
1788946924524,57145
1788946925348,56614
1788946926097,56614
1788946926854,53637
1788946927601,53561
1788946928445,53561
1788946929198,53561
1788946929970,57953
1788946930723,57953
1788946931533,50229
1788946932277,50229
1788946933035,50317
1788946933785,51363
1788946934621,51449
1788946935365,51449
1788946936162,46857
1788946936912,46766
1788946937735,49902
1788946938500,49902
1788946939281,49912
1788946940034,49912
1788946940831,53603
1788946941588,53603
1788946942363,53603
1788946943095,51723
1788946943908,51762
1788946944654,51762
1788946945426,53660
1788946946167,53613
1788946946966,52327
1788946947738,52327
1788946948488,52451
1788946949265,53111
1788946950060,52986
1788946950823,52986
1788946951578,54159
1788946952330,54028
1788946953155,54028
1788946953922,54028
1788946954674,51839
1788946955445,51839
1788946956242,50984
1788946956998,50984
1788946957767,50895
1788946958572,49784
1788946959336,49794
1788946960119,49794
1788946960859,51710
1788946961633,51723
1788946962436,45119
1788946963227,45119
1788946963984,44992
1788946964747,44992
1788946965528,52267
1788946966300,52267
1788946967060,52267
1788946967845,47667
1788946968612,47999
1788946969386,47999
1788946970132,50039
1788946970899,49984
1788946971698,53122
1788946972472,53122
1788946973221,52918
1788946974020,52967
1788946974787,52816
1788946975621,52816
1788946976387,52237
1788946977156,52504
1788946977912,52504
1788946978683,52504
1788946979473,50809
1788946980275,50809
1788946981029,51354
1788946981815,51354
1788946982610,51286
1788946983376,53864
1788946984125,53864
1788946984888,53864
1788946985640,56410
1788946986413,56245
1788946987158,51647
1788946987917,51647
1788946988664,51915
1788946989432,51915
1788946990234,52840
1788946991024,52840
1788946991759,52840
1788946992523,54294
1788946993312,54461
1788946994079,54461
1788946994849,54220
1788946995621,54061
1788946996405,53518
1788946997181,53518
1788946997939,53682
1788946998731,49962
1788946999521,50763
