1788946809843,46573
1788946810592,46573
1788946811321,59997
1788946812088,59997
1788946812837,59997
1788946813581,47865
1788946814314,47865
1788946815053,47865
1788946815783,51157
1788946816552,51157
1788946817334,45366
1788946818078,45366
1788946818802,45366
1788946819569,44314
1788946820297,44314
1788946821073,44532
1788946821802,46267
1788946822555,46222
1788946823291,46222
1788946824033,42855
1788946824779,42876
1788946825581,47847
1788946826303,47847
1788946827052,47858
1788946827804,43811
1788946828545,43811
1788946829271,43594
1788946830044,41259
1788946830776,41119
1788946831533,41119
1788946832252,38678
1788946833017,38550
1788946833799,38126
1788946834541,38126
1788946835262,38198
1788946836033,38198
1788946836748,38198
1788946837495,43929
1788946838246,43929
1788946839016,39812
1788946839764,39812
1788946840529,39812
1788946841287,45218
1788946842073,45218
1788946842795,45218
1788946843518,38958
